USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
IA,19095,465236,Iowa County,1518916012,2686847,586.457,1.037,41.683918,-92.059123
IA,19097,465237,Jackson County,1647332517,35141502,636.039,13.568,42.164281,-90.574596
IA,19099,465238,Jasper County,1891773462,6565706,730.418,2.535,41.685551,-93.054147
IA,19101,465239,Jefferson County,1127964804,3538407,435.51,1.366,41.00688,-91.967137
IA,19103,465240,Johnson County,1590355499,23595207,614.04,9.11,41.668737,-91.588813
IA,19105,465241,Jones County,1490851086,3582589,575.621,1.383,42.125118,-91.116914
IA,19107,465242,Keokuk County,1500067254,1929323,579.179,0.745,41.331182,-92.167721
IA,19109,465243,Kossuth County,2519332669,4154722,972.72,1.604,43.212478,-94.213983
IA,19111,465244,Lee County,1340377290,55290807,517.523,21.348,40.647588,-91.477157
IA,19113,465245,Linn County,1856718364,19740334,716.883,7.622,42.077951,-91.597674
IA,19115,465246,Louisa County,1040583601,40784329,401.772,15.747,41.218211,-91.256994
IA,19117,465247,Lucas County,1115257649,9852846,430.603,3.804,41.033344,-93.331467
IA,19119,465248,Lyon County,1522007091,334465,587.65,0.129,43.38358,-96.207201
IA,19121,465249,Madison County,1452999318,2983840,561.006,1.152,41.330622,-94.015184
IA,19123,465250,Mahaska County,1478528127,6564797,570.863,2.535,41.330797,-92.636366
IA,19125,465251,Marion County,1436252774,41358263,554.54,15.969,41.331455,-93.093849
IA,19127,465252,Marshall County,1482776056,1803080,572.503,0.696,42.041691,-92.981452
IA,19129,465253,Mills County,1132950355,8306513,437.435,3.207,41.033703,-95.619101
IA,19131,465254,Mitchell County,1215049020,1118418,469.133,0.432,43.348564,-92.784466
IA,19133,465255,Monona County,1797637994,12592275,694.072,4.862,42.049432,-95.956566
IA,19135,465256,Monroe County,1123317231,1522796,433.715,0.588,41.028847,-92.869642
IA,19137,465257,Montgomery County,1098405679,2410459,424.097,0.931,41.021735,-95.15779
IA,19139,465258,Muscatine County,1132997728,30241669,437.453,11.676,41.483776,-91.118699
IA,19141,465259,O'Brien County,1484154250,447448,573.035,0.173,43.083746,-95.625624
IA,19143,465260,Osceola County,1032593817,1835265,398.687,0.709,43.378542,-95.633788
IA,19145,465261,Page County,1385497627,1359120,534.944,0.525,40.73909,-95.14429
IA,19147,465262,Palo Alto County,1460349236,14480046,563.844,5.591,43.075337,-94.669055
IA,19149,465263,Plymouth County,2234715171,2176851,862.828,0.84,42.737585,-96.215864
IA,19151,465264,Pocahontas County,1495047023,3666526,577.241,1.416,42.734033,-94.678279
IA,19153,465265,Polk County,1486167244,45899822,573.812,17.722,41.684816,-93.568971
IA,19155,465266,Pottawattamie County,2461239105,22925693,950.29,8.852,41.340184,-95.544905
IA,19157,465267,Poweshiek County,1514929488,2977605,584.918,1.15,41.684526,-92.522882
IA,19159,465268,Ringgold County,1386934306,8721187,535.498,3.367,40.735334,-94.244251
IA,19161,465269,Sac County,1489281481,8588341,575.015,3.316,42.387526,-95.105224
IA,19163,465270,Scott County,1186445461,26214586,458.089,10.122,41.642079,-90.622289
IA,19165,465271,Shelby County,1530110551,1486125,590.779,0.574,41.679014,-95.308917
IA,19167,465272,Sioux County,1989974790,1707482,768.334,0.659,43.082646,-96.17801
IA,19169,465273,Story County,1483235260,2509644,572.68,0.969,42.037538,-93.466093
IA,19171,465274,Tama County,1867411151,2769421,721.012,1.069,42.074848,-92.529411
IA,19173,465275,Taylor County,1377618823,7133360,531.902,2.754,40.737949,-94.697108
IA,19175,465276,Union County,1097235787,5575853,423.645,2.153,41.02855,-94.245091
IA,19177,465277,Van Buren County,1255597307,14839910,484.789,5.73,40.754117,-91.952943
IA,19179,465278,Wapello County,1118443332,10846138,431.833,4.188,41.031263,-92.409482
IA,19181,465279,Warren County,1475844902,9125384,569.827,3.523,41.336862,-93.564222
IA,19183,465280,Washington County,1473322165,5353718,568.853,2.067,41.329401,-91.725052
IA,19185,465281,Wayne County,1360940695,4347639,525.462,1.679,40.739983,-93.332613
IA,19187,465282,Webster County,1853443667,7277624,715.619,2.81,42.433579,-94.175831
IA,19189,465283,Winnebago County,1037261883,3182052,400.489,1.229,43.378124,-93.743488
IA,19191,465284,Winneshiek County,1786750199,698598,689.868,0.27,43.292989,-91.850788
IA,19193,465285,Woodbury County,2260790857,12793714,872.896,4.94,42.39322,-96.053296
IA,19195,465286,Worth County,1036314939,4709127,400.123,1.818,43.373491,-93.248533
IA,19197,465287,Wright County,1503286806,4703964,580.422,1.816,42.733007,-93.734735
KS,20001,484970,Allen County,1295779079,13007160,500.303,5.022,37.884228,-95.300945
KS,20003,484971,Anderson County,1501276766,10586461,579.646,4.087,38.215114,-95.292046
KS,20005,484972,Atchison County,1116729682,6857575,431.172,2.648,39.532544,-95.313397
KS,20007,484973,Barber County,2937251662,5403867,1134.079,2.086,37.222906,-98.685052
KS,20009,484974,Barton County,2319076873,13555388,895.401,5.234,38.481239,-98.767837
KS,20011,484975,Bourbon County,1645861887,9377511,635.471,3.621,37.8561,-94.850928
KS,20013,484976,Brown County,1478552682,3196147,570.872,1.234,39.825931,-95.569905
KS,20015,484977,Butler County,3703340011,43150127,1429.868,16.66,37.773649,-96.83884
KS,20017,484978,Chase County,2002216830,12087937,773.06,4.667,38.299475,-96.594029
KS,20019,484979,Chautauqua County,1654693638,15243752,638.881,5.886,37.154259,-96.245396
KS,20021,484980,Cherokee County,1521793575,8948874,587.568,3.455,37.169392,-94.845698
KS,20023,484981,Cheyenne County,2641502313,2738021,1019.89,1.057,39.789918,-101.727326
KS,20025,484982,Clark County,2524286193,6604959,974.632,2.55,37.233831,-99.813869
KS,20027,484983,Clay County,1671328018,26673877,645.303,10.299,39.344964,-97.168853
KS,20029,484984,Cloud County,1852726648,6859880,715.342,2.649,39.487329,-97.64139
KS,20031,484985,Coffey County,1623784682,70310162,626.947,27.147,38.23645,-95.729137
KS,20033,484986,Comanche County,2041681358,3604153,788.298,1.392,37.181442,-99.251293
KS,20035,484987,Cowley County,2915656885,17314093,1125.741,6.685,37.234507,-96.837247
KS,20037,484988,Crawford County,1527463568,13609374,589.757,5.255,37.50582,-94.853897
KS,20039,484989,Decatur County,2314199309,1631670,893.517,0.63,39.783542,-100.459708
KS,20041,484990,Dickinson County,2193892446,12634299,847.067,4.878,38.867735,-97.157943
KS,20043,484991,Doniphan County,1018914855,12615010,393.405,4.871,39.788502,-95.147225
KS,20045,484992,Douglas County,1180721076,48581698,455.879,18.757,38.896415,-95.290946
KS,20047,484993,Edwards County,1610699229,206413,621.894,0.08,37.883595,-99.304746
KS,20049,484994,Elk County,1668638344,16061091,644.265,6.201,37.456026,-96.244642
KS,20051,484995,Ellis County,2330762267,1197085,899.912,0.462,38.914596,-99.317329
KS,20053,484996,Ellsworth County,1854030748,19270073,715.845,7.44,38.700845,-98.205355
KS,20055,485326,Finney County,3372087250,1825533,1301.97,0.705,38.049808,-100.739967
KS,20057,484997,Ford County,2844508241,2097359,1098.271,0.81,37.688416,-99.884748
KS,20059,484998,Franklin County,1480858045,13918284,571.763,5.374,38.558019,-95.278962
KS,20061,484999,Geary County,996162079,51452637,384.62,19.866,39.002156,-96.768037
KS,20063,485000,Gove County,2775599151,245359,1071.665,0.095,38.917239,-100.48736
KS,20065,481811,Graham County,2327173638,599356,898.527,0.231,39.354972,-99.879894
KS,20067,485099,Grant County,1488724891,892323,574.8,0.345,37.547537,-101.299362
KS,20069,485001,Gray County,2250356165,1113338,868.867,0.43,37.744513,-100.451716
KS,20071,485002,Greeley County,2016058541,0,778.405,0,38.480404,-101.80597
KS,20073,485003,Greenwood County,2961132985,24155654,1143.3,9.327,37.879347,-96.241732
KS,20075,485327,Hamilton County,2580947597,2904549,996.509,1.121,37.995244,-101.793689
KS,20077,485004,Harper County,2075276213,3913474,801.269,1.511,37.188184,-98.06659
KS,20079,485005,Harvey County,1397961242,2503275,539.756,0.967,38.050144,-97.436706
KS,20081,485328,Haskell County,1495773051,910409,577.521,0.352,37.554979,-100.879952
KS,20083,485006,Hodgeman County,2227369160,826344,859.992,0.319,38.087493,-99.898407
KS,20085,485007,Jackson County,1699600399,4666481,656.219,1.802,39.411145,-95.794485
KS,20087,485008,Jefferson County,1379361015,62426267,532.574,24.103,39.239644,-95.375314
KS,20089,485009,Jewell County,2356321408,11859451,909.781,4.579,39.77701,-98.222584
KS,20091,485010,Johnson County,1226126651,16799673,473.41,6.486,38.883907,-94.82233
KS,20093,485011,Kearny County,2254696554,1133601,870.543,0.438,37.994461,-101.308136
KS,20095,485012,Kingman County,2236099092,8536477,863.363,3.296,37.552951,-98.144529
KS,20097,485013,Kiowa County,1871626650,596764,722.639,0.23,37.561231,-99.286539
KS,20099,485014,Labette County,1671305796,20261091,645.295,7.823,37.191468,-95.297473
KS,20101,485015,Lane County,1858093597,551220,717.414,0.213,38.481286,-100.466185
KS,20103,485016,Leavenworth County,1198763079,15869286,462.845,6.127,39.189511,-95.038977
KS,20105,485017,Lincoln County,1863226617,2748359,719.396,1.061,39.047276,-98.214265
KS,20107,485018,Linn County,1538618725,31937639,594.064,12.331,38.216549,-94.844932
KS,20109,485019,Logan County,2779042502,274632,1072.994,0.106,38.913269,-101.157407
KS,20111,485020,Lyon County,2194958195,20561731,847.478,7.939,38.455498,-96.161589
KS,20113,485021,McPherson County,2326520351,6030184,898.275,2.328,38.395812,-97.647489
KS,20115,485022,Marion County,2445701271,24448816,944.291,9.44,38.359647,-97.102771
KS,20117,485023,Marshall County,2331450020,12753705,900.178,4.924,39.782709,-96.521243
KS,20119,485024,Meade County,2533234473,3258258,978.087,1.258,37.243886,-100.360094
KS,20121,485025,Miami County,1490956042,37799239,575.661,14.594,38.566772,-94.832963
KS,20123,485026,Mitchell County,1817632851,44979981,701.792,17.367,39.393026,-98.207362
KS,20125,485027,Montgomery County,1666728673,20601457,643.528,7.954,37.189537,-95.742403
KS,20127,485028,Morris County,1800764514,19710517,695.279,7.61,38.688204,-96.651448
KS,20129,485135,Morton County,1889988385,507796,729.729,0.196,37.185249,-101.809516
KS,20131,485029,Nemaha County,1858124400,5208984,717.426,2.011,39.791043,-96.005381
KS,20133,485030,Neosho County,1480106507,16374124,571.472,6.322,37.564283,-95.315683
KS,20135,485031,Ness County,2783590252,667491,1074.75,0.258,38.480437,-99.908745
KS,20137,485032,Norton County,2274349238,8194926,878.131,3.164,39.783867,-99.899235
KS,20139,485033,Osage County,1827283244,37107121,705.518,14.327,38.648409,-95.707596
KS,20141,485034,Osborne County,2311575509,4806274,892.504,1.856,39.348261,-98.767942
KS,20143,485035,Ottawa County,1866689392,1561331,720.733,0.603,39.137963,-97.654802
KS,20145,485036,Pawnee County,1953531708,992041,754.263,0.383,38.181477,-99.234772
KS,20147,485037,Phillips County,2294398019,22493382,885.872,8.685,39.784506,-99.34215
KS,20149,485038,Pottawatomie County,2178231612,54102496,841.02,20.889,39.382187,-96.337113
KS,20151,485039,Pratt County,1903738836,1772008,735.038,0.684,37.647594,-98.74012
KS,20153,485040,Rawlins County,2769775793,415527,1069.416,0.16,39.786198,-101.076738
KS,20155,485041,Reno County,3251332272,43417474,1255.346,16.764,37.948185,-98.078346
KS,20157,485042,Republic County,1857983286,7966990,717.371,3.076,39.82891,-97.650921
KS,20159,485043,Rice County,1880929627,4489170,726.231,1.733,38.347178,-98.201415
KS,20161,485044,Riley County,1579298542,31556887,609.771,12.184,39.291211,-96.727489
KS,20163,485045,Rooks County,2306481324,11962259,890.537,4.619,39.346006,-99.324492
KS,20165,485358,Rush County,1858997552,544720,717.763,0.21,38.523592,-99.309183
KS,20167,485046,Russell County,2295402921,34126776,886.26,13.176,38.91604,-98.770949
KS,20169,485047,Saline County,1865381460,2809953,720.228,1.085,38.786327,-97.650153
KS,20171,485048,Scott County,1858536845,306079,717.585,0.118,38.481877,-100.90636
KS,20173,485049,Sedgwick County,2583567131,30043947,997.521,11.6,37.681045,-97.461054
KS,20175,485050,Seward County,1655865945,2777350,639.333,1.072,37.180623,-100.854932
KS,20177,485051,Shawnee County,1408996758,30329912,544.017,11.71,39.041805,-95.755664
KS,20179,485052,Sheridan County,2320518408,647342,895.957,0.25,39.350542,-100.441206
KS,20181,485053,Sherman County,2735192601,548248,1056.064,0.212,39.351352,-101.719859
KS,20183,484969,Smith County,2319241798,3884271,895.464,1.5,39.78466,-98.785429
KS,20185,485054,Stafford County,2051389760,7435417,792.046,2.871,38.03563,-98.719889
KS,20187,485055,Stanton County,1762102945,180127,680.352,0.07,37.565932,-101.789383
KS,20189,485056,Stevens County,1883604165,464936,727.264,0.18,37.200969,-101.317577
KS,20191,481812,Sumner County,3060391139,8627526,1181.624,3.331,37.236662,-97.493352
KS,20193,485057,Thomas County,2783425294,288241,1074.687,0.111,39.357706,-101.083438
KS,20195,485058,Trego County,2303731640,26281951,889.476,10.148,38.921302,-99.865423
KS,20197,485059,Wabaunsee County,2057225030,13781529,794.299,5.321,38.955154,-96.201262
KS,20199,485060,Wallace County,2366348405,140932,913.652,0.054,38.926626,-101.771103
KS,20201,485061,Washington County,2317419399,10139637,894.761,3.915,39.776714,-97.095611
KS,20203,485062,Wichita County,1861078209,61987,718.566,0.024,38.481922,-101.347434
KS,20205,485063,Wilson County,1477377513,12056905,570.419,4.655,37.558515,-95.745175
KS,20207,485064,Woodson County,1289347559,19251446,497.82,7.433,37.888197,-95.75849
KS,20209,485065,Wyandotte County,392647746,11890069,151.602,4.591,39.115384,-94.763087
KY,21001,516847,Adair County,1049678317,18430780,405.283,7.116,37.105559,-85.28138
KY,21003,516848,Allen County,891830500,19492413,344.338,7.526,36.75077,-86.192458
KY,21005,516849,Anderson County,522745724,6311529,201.833,2.437,38.005396,-84.986417
KY,21007,516850,Ballard County,638843907,70008733,246.659,27.031,37.051323,-89.010367
KY,21009,516851,Barren County,1262728237,32263751,487.542,12.457,36.963671,-85.925162
KY,21011,516852,Bath County,722081626,13486229,278.797,5.207,38.152249,-83.737641
KY,21013,516853,Bell County,929806591,5480855,359,2.116,36.72268,-83.681046
KY,21015,516854,Boone County,637462163,26777115,246.126,10.339,38.974595,-84.731431
KY,21017,516855,Bourbon County,750369719,4850382,289.719,1.873,38.202562,-84.20986
KY,21019,516856,Boyd County,414053933,5581248,159.867,2.155,38.360004,-82.681406
KY,21021,516857,Boyle County,467270953,6460490,180.414,2.494,37.618104,-84.868352
KY,21023,516858,Bracken County,532533652,8636828,205.612,3.335,38.680365,-84.115235
KY,21025,516859,Breathitt County,1275350659,7391681,492.416,2.854,37.506632,-83.28304
KY,21027,516860,Breckinridge County,1469042402,47708999,567.2,18.421,37.777988,-86.432919
KY,21029,516861,Bullitt County,769295444,8386012,297.027,3.238,37.969928,-85.702641
KY,21031,516862,Butler County,1103562551,13947932,426.088,5.385,37.207013,-86.682471
KY,21033,516863,Caldwell County,893006791,8700628,344.792,3.359,37.148642,-87.870509
KY,21035,516864,Calloway County,997205960,66492717,385.023,25.673,36.620978,-88.274086
KY,21037,516865,Campbell County,391910592,20985681,151.318,8.103,38.946981,-84.379583
KY,21039,516866,Carlisle County,490632795,24722456,189.434,9.545,36.857726,-88.975757
KY,21041,516867,Carroll County,332993713,22650071,128.57,8.745,38.668394,-85.124024
KY,21043,516868,Carter County,1060590174,6800556,409.496,2.626,38.309549,-83.048796
KY,21045,516869,Casey County,1150557971,3892645,444.233,1.503,37.321962,-84.92822
KY,21047,516870,Christian County,1858332131,16928464,717.506,6.536,36.892059,-87.492986
KY,21049,516871,Clark County,653878141,6973069,252.464,2.692,37.970133,-84.144974
KY,21051,516872,Clay County,1215349017,4763533,469.249,1.839,37.157317,-83.718433
KY,21053,516873,Clinton County,510864239,21164150,197.246,8.172,36.728865,-85.153426
KY,21055,516874,Crittenden County,932275449,28974073,359.954,11.187,37.358149,-88.10501
KY,21057,516875,Cumberland County,790416941,14830095,305.182,5.726,36.784224,-85.393507
KY,21059,516876,Daviess County,1187163652,47158143,458.366,18.208,37.731671,-87.087139
KY,21061,516877,Edmonson County,784464286,13262147,302.883,5.121,37.227514,-86.218015
KY,21063,516878,Elliott County,606875335,2609026,234.316,1.007,38.115438,-83.097209
KY,21065,516879,Estill County,655468653,6557961,253.078,2.532,37.692449,-83.963983
KY,21067,516880,Fayette County,734648557,4922794,283.649,1.901,38.040676,-84.458274
KY,21069,516881,Fleming County,902720729,7183837,348.542,2.774,38.368431,-83.706152
KY,21071,516882,Floyd County,1018762993,6108925,393.347,2.359,37.559878,-82.743361
KY,21073,516883,Franklin County,538073041,11025551,207.751,4.257,38.234919,-84.868786
KY,21075,516884,Fulton County,533214585,64084897,205.875,24.743,36.552511,-89.187659
KY,21077,516885,Gallatin County,254698298,16519758,98.34,6.378,38.760103,-84.862153
KY,21079,516886,Garrard County,595898816,10017640,230.078,3.868,37.630162,-84.545856
KY,21081,516887,Grant County,668126188,7253995,257.965,2.801,38.64916,-84.625927
KY,21083,516888,Graves County,1429026325,13047294,551.75,5.038,36.723344,-88.649897
KY,21085,516889,Grayson County,1288701716,34861719,497.571,13.46,37.458577,-86.344011
KY,21087,516890,Green County,740837686,7123452,286.039,2.75,37.269637,-85.561403
KY,21089,516891,Greenup County,892115289,25894098,344.448,9.998,38.563562,-82.93382
KY,21091,516892,Hancock County,486020451,29093117,187.654,11.233,37.843325,-86.792761
KY,21093,516893,Hardin County,1614337414,17699887,623.299,6.834,37.695836,-85.963183
KY,21095,516894,Harlan County,1206487467,6016647,465.827,2.323,36.859223,-83.221497
KY,21097,516895,Harrison County,793479801,9058510,306.364,3.498,38.444578,-84.334131
KY,21099,516896,Hart County,1067328904,14897723,412.098,5.752,37.316435,-85.8791
KY,21101,516897,Henderson County,1130968912,76690320,436.67,29.61,37.792542,-87.572577
KY,21103,516898,Henry County,741450365,12552768,286.276,4.847,38.451585,-85.11989
KY,21105,516899,Hickman County,627487985,27882281,242.274,10.765,36.675896,-88.972084
KY,21107,516900,Hopkins County,1403763233,32165537,541.996,12.419,37.31107,-87.542196
KY,21109,516901,Jackson County,894055721,3407376,345.197,1.316,37.403458,-84.020576
KY,21111,516902,Jefferson County,985312154,44680808,380.431,17.251,38.189532,-85.657624
KY,21113,516903,Jessamine County,445779168,6174398,172.116,2.384,37.873291,-84.58396
KY,21115,516904,Johnson County,678468220,5639177,261.958,2.177,37.84926,-82.830639
KY,21117,516905,Kenton County,415046493,10609872,160.25,4.096,38.930477,-84.533492
KY,21119,516906,Knott County,910435521,3453294,351.521,1.333,37.359724,-82.945724
KY,21121,516907,Knox County,1000508842,3753840,386.299,1.449,36.887476,-83.85563
KY,21123,516908,Larue County,677353871,5448095,261.528,2.104,37.544458,-85.696812
KY,21125,516909,Laurel County,1123945911,25218452,433.958,9.737,37.113268,-84.119395
KY,21127,516910,Lawrence County,1076386415,11584566,415.595,4.473,38.074457,-82.738302
KY,21129,516911,Lee County,540937708,6215042,208.857,2.4,37.608116,-83.719248
KY,21131,516912,Leslie County,1038212361,9331213,400.856,3.603,37.087846,-83.388617
KY,21133,516913,Letcher County,875193012,2898620,337.914,1.119,37.118536,-82.861251
KY,21135,516914,Lewis County,1250589444,32492726,482.855,12.546,38.552152,-83.376774
KY,21137,516915,Lincoln County,861773590,9315421,332.733,3.597,37.457174,-84.658335
KY,21139,516916,Livingston County,810982681,75657793,313.122,29.212,37.209517,-88.363426
KY,21141,516917,Logan County,1430014712,12688561,552.132,4.899,36.859829,-86.881436
KY,21143,516918,Lyon County,553844805,110561078,213.841,42.688,37.023976,-88.083391
KY,21145,516925,McCracken County,644251034,50306506,248.747,19.423,37.053683,-88.712366
KY,21147,516926,McCreary County,1105417092,10730745,426.804,4.143,36.731136,-84.491052
KY,21149,516927,McLean County,653906347,9734959,252.475,3.759,37.526707,-87.265597
KY,21151,516919,Madison County,1132604797,15425666,437.301,5.956,37.723592,-84.276998
KY,21153,516920,Magoffin County,798866504,1847045,308.444,0.713,37.698953,-83.069716
KY,21155,516921,Marion County,888389556,9969048,343.009,3.849,37.552604,-85.268959
KY,21157,516922,Marshall County,780273148,100764737,301.265,38.905,36.882017,-88.332752
KY,21159,516923,Martin County,594682183,2564962,229.608,0.99,37.796774,-82.506623
KY,21161,516924,Mason County,621929398,16276296,240.128,6.284,38.594164,-83.828006
KY,21163,516928,Meade County,791043370,49414670,305.424,19.079,37.967476,-86.200863
KY,21165,516929,Menifee County,527282429,6085053,203.585,2.349,37.950665,-83.597515
KY,21167,516930,Mercer County,644472907,11601327,248.832,4.479,37.812085,-84.879694
KY,21169,516931,Metcalfe County,750178426,3999869,289.646,1.544,36.992515,-85.633599
KY,21171,516932,Monroe County,853073327,6949354,329.373,2.683,36.714077,-85.713508
KY,21173,516933,Montgomery County,511177493,3859632,197.367,1.49,38.038138,-83.912337
KY,21175,516934,Morgan County,987115528,6890006,381.127,2.66,37.92294,-83.258944
KY,21177,516935,Muhlenberg County,1209734580,31906532,467.081,12.319,37.213816,-87.134092
KY,21179,516936,Nelson County,1081354534,16997399,417.513,6.563,37.803188,-85.465955
KY,21181,516937,Nicholas County,505491181,4304937,195.171,1.662,38.337132,-84.025554
KY,21183,516938,Ohio County,1521032830,23187685,587.274,8.953,37.477859,-86.844871
KY,21185,516939,Oldham County,484912266,23850927,187.226,9.209,38.400127,-85.456152
KY,21187,516940,Owen County,909364873,8130369,351.108,3.139,38.499588,-84.841492
KY,21189,516941,Owsley County,511283093,2285824,197.408,0.883,37.423614,-83.691628
KY,21191,516942,Pendleton County,717838676,12325364,277.159,4.759,38.696284,-84.351944
KY,21193,516943,Perry County,879750116,7603786,339.673,2.936,37.241282,-83.217772
KY,21195,516944,Pike County,2037851002,4756855,786.819,1.837,37.486031,-82.410913
KY,21197,516945,Powell County,463555629,2957484,178.98,1.142,37.800629,-83.820015
KY,21199,516946,Pulaski County,1705273851,48547348,658.41,18.744,37.108312,-84.579986
KY,21201,516947,Robertson County,258768335,484941,99.911,0.187,38.513826,-84.063757
KY,21203,516948,Rockcastle County,819848743,4016372,316.545,1.551,37.36105,-84.314368
KY,21205,516949,Rowan County,724672131,16753517,279.797,6.469,38.20425,-83.42807
KY,21207,516950,Russell County,656969317,75674955,253.657,29.218,36.990605,-85.054874
KY,21209,516951,Scott County,729770749,9497324,281.766,3.667,38.289882,-84.579376
KY,21211,516952,Shelby County,983257095,15627855,379.638,6.034,38.239426,-85.22836
KY,21213,516953,Simpson County,606584287,5857137,234.204,2.261,36.740947,-86.581747
KY,21215,516954,Spencer County,483493839,12896789,186.678,4.979,38.024908,-85.316758
KY,21217,516955,Taylor County,689791762,27162505,266.33,10.488,37.366184,-85.327836
KY,21219,516956,Todd County,969942107,6629420,374.497,2.56,36.840338,-87.183642
KY,21221,516957,Trigg County,1143307644,103330288,441.434,39.896,36.807681,-87.858652
KY,21223,516958,Trimble County,392766407,11833378,151.648,4.569,38.62004,-85.351208
KY,21225,516959,Union County,887974711,53167445,342.849,20.528,37.658029,-87.95165
KY,21227,516960,Warren County,1402743723,15441389,541.602,5.962,36.995634,-86.423579
KY,21229,516961,Washington County,769917017,10190654,297.267,3.935,37.754209,-85.175416
KY,21231,516962,Wayne County,1186685586,67286700,458.182,25.98,36.802011,-84.83044
KY,21233,516963,Webster County,859730052,9613009,331.944,3.712,37.51946,-87.68479
KY,21235,516964,Whitley County,1133976305,18875123,437.831,7.288,36.758024,-84.144648
KY,21237,516965,Wolfe County,575419314,1505203,222.171,0.581,37.743774,-83.495068
KY,21239,516966,Woodford County,489062308,8309077,188.828,3.208,38.043103,-84.748863
LA,22001,558389,Acadia Parish,1696777739,6021531,655.13,2.325,30.291497,-92.411037
LA,22003,558397,Allen Parish,1973084276,10634069,761.812,4.106,30.652744,-92.819605
LA,22005,558403,Ascension Parish,751030726,33194697,289.975,12.817,30.206444,-90.912502
LA,22007,558414,Assumption Parish,877123530,67006149,338.659,25.871,29.898853,-91.052465
LA,22009,558424,Avoyelles Parish,2156226395,85990258,832.524,33.201,31.085094,-91.993797
LA,22011,558436,Beauregard Parish,2997502277,21998956,1157.342,8.494,30.645018,-93.340253
LA,22013,558445,Bienville Parish,2101202122,27951270,811.279,10.792,32.340952,-93.041151
LA,22015,558453,Bossier Parish,2176181964,70514283,840.229,27.226,32.695851,-93.616132
LA,22017,558458,Caddo Parish,2275355105,150399590,878.52,58.07,32.577195,-93.882423
LA,22019,558468,Calcasieu Parish,2754925005,79221991,1063.683,30.588,30.229559,-93.358015
LA,22021,558477,Caldwell Parish,1371203771,29277274,529.425,11.304,32.101219,-92.114231
LA,22023,558488,Cameron Parish,3327839655,1688122427,1284.886,651.788,29.871812,-93.164948
LA,22025,558495,Catahoula Parish,1833783010,81308574,708.028,31.393,31.666517,-91.846703
LA,22027,558505,Claiborne Parish,1955125188,32473222,754.878,12.538,32.827043,-92.989767
LA,22029,558515,Concordia Parish,1805172282,130329931,696.981,50.321,31.469805,-91.626314
LA,22031,558521,De Soto Parish,2267751115,49221850,875.584,19.005,32.059248,-93.740797
LA,22033,558530,East Baton Rouge Parish,1179346133,38556851,455.348,14.887,30.543983,-91.093167
LA,22035,558534,East Carroll Parish,1089619216,56273972,420.704,21.728,32.73017,-91.234141
LA,22037,558542,East Feliciana Parish,1174307063,6151756,453.403,2.375,30.839784,-91.043434
LA,22039,558551,Evangeline Parish,1715552289,44665699,662.378,17.246,30.720693,-92.404086
LA,22041,558557,Franklin Parish,1617667695,28107882,624.585,10.853,32.139076,-91.672371
LA,22043,558567,Grant Parish,1665429816,56013827,643.026,21.627,31.597787,-92.561716
LA,22045,558576,Iberia Parish,1486941086,1182114711,574.111,456.417,29.606013,-91.842706
LA,22047,558582,Iberville Parish,1602209073,88655982,618.616,34.23,30.270633,-91.36584
LA,22049,558592,Jackson Parish,1474195950,28714921,569.19,11.087,32.30429,-92.5617
LA,22051,558027,Jefferson Parish,765682118,897184718,295.632,346.405,29.5033,-90.036231
LA,22053,558039,Jefferson Davis Parish,1687025280,18718193,651.364,7.227,30.269529,-92.816221
LA,22055,558059,Lafayette Parish,696045378,1204064,268.745,0.465,30.206507,-92.06417
LA,22057,558065,Lafourche Parish,2766815307,1037704618,1068.273,400.66,29.491992,-90.394849
LA,22059,558049,LaSalle Parish,1617924933,97664664,624.684,37.709,31.680083,-92.161596
LA,22061,558077,Lincoln Parish,1221806077,1897710,471.742,0.733,32.601823,-92.662303
LA,22063,558083,Livingston Parish,1678747434,112119182,648.168,43.289,30.440419,-90.727474
LA,22065,558088,Madison Parish,1617282458,68539570,624.436,26.463,32.341375,-91.242023
LA,22067,558097,Morehouse Parish,2058870242,28878799,794.934,11.15,32.820008,-91.800399
LA,22069,558108,Natchitoches Parish,3243341640,121033799,1252.261,46.731,31.732551,-93.082611
LA,22071,558113,Orleans Parish,438789340,467309770,169.418,180.429,30.05342,-89.934502
LA,22073,558114,Ouachita Parish,1580931732,55294518,610.401,21.349,32.477664,-92.154848
LA,22075,558125,Plaquemines Parish,2020765000,4628251897,780.222,1786.978,29.402337,-89.298489
LA,22077,559449,Pointe Coupee Parish,1443519859,86418205,557.346,33.366,30.708319,-91.604621
LA,22079,559460,Rapides Parish,3413632632,113043210,1318.011,43.646,31.193204,-92.535953
LA,22081,559472,Red River Parish,1007738687,34327531,389.09,13.254,32.101213,-93.34905
LA,22083,559481,Richland Parish,1448537000,13551776,559.283,5.232,32.413158,-91.748353
LA,22085,559489,Sabine Parish,2244617079,375416821,866.652,144.949,31.560402,-93.559579
LA,22087,1629542,St. Bernard Parish,977743222,4604214955,377.509,1777.697,29.91811,-89.263494
LA,22089,1629449,St. Charles Parish,719650835,308357041,277.859,119.057,29.905722,-90.357855
LA,22091,1629457,St. Helena Parish,1057772656,2796218,408.408,1.08,30.822539,-90.708307
